SessionNumber,DateTime,Device,Assessment,StartTime,StopTime,GameName,TrialDataFileLocation,DeviceSetupLocation,AssistMode,AssistModeParameters,GameParameter,Mechanism,MoveTime
3,12-11-2024 09:56,PLUTO,0,12-11-2024 09:56,12-11-2024 09:58,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-12\Session3\FPS_pingPong_D2024-11-12T09-56-49.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,24
3,12-11-2024 09:59,PLUTO,0,12-11-2024 09:59,12-11-2024 10:01,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-12\Session3\HOC_pingPong_D2024-11-12T09-59-13.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,18
4,12-11-2024 10:04,PLUTO,0,12-11-2024 10:04,12-11-2024 10:05,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-12\Session4\HOC_pingPong_D2024-11-12T10-04-45.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,8
5,12-11-2024 10:11,PLUTO,0,12-11-2024 10:11,12-11-2024 10:12,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-12\Session5\HOC_pingPong_D2024-11-12T10-11-33.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,34
5,12-11-2024 10:13,PLUTO,0,12-11-2024 10:13,12-11-2024 10:14,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-12\Session5\WFE_pingPong_D2024-11-12T10-13-35.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,WFE,34
5,12-11-2024 10:14,PLUTO,0,12-11-2024 10:14,12-11-2024 10:15,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-12\Session5\WURD_pingPong_D2024-11-12T10-14-39.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,WURD,34
5,12-11-2024 10:15,PLUTO,0,12-11-2024 10:15,12-11-2024 10:16,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-12\Session5\FPS_pingPong_D2024-11-12T10-15-47.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,34
5,12-11-2024 10:18,PLUTO,0,12-11-2024 10:18,12-11-2024 10:19,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-12\Session5\FME1_pingPong_D2024-11-12T10-18-41.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FME1,34
5,12-11-2024 10:20,PLUTO,0,12-11-2024 10:20,12-11-2024 10:21,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-12\Session5\FME1_pingPong_D2024-11-12T10-20-49.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FME1,34
5,12-11-2024 10:22,PLUTO,0,12-11-2024 10:22,12-11-2024 10:23,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-12\Session5\FME2_pingPong_D2024-11-12T10-22-08.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FME2,90
6,12-11-2024 10:32,PLUTO,0,12-11-2024 10:32,12-11-2024 10:33,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-12\Session6\FME1_pingPong_D2024-11-12T10-32-03.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FME1,90
6,12-11-2024 10:33,PLUTO,0,12-11-2024 10:33,12-11-2024 10:34,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-12\Session6\FME1_pingPong_D2024-11-12T10-33-14.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FME1,90
6,12-11-2024 10:34,PLUTO,0,12-11-2024 10:34,12-11-2024 10:35,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-12\Session6\FME1_pingPong_D2024-11-12T10-34-52.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FME1,90
6,12-11-2024 10:35,PLUTO,0,12-11-2024 10:35,12-11-2024 10:36,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-12\Session6\FME1_pingPong_D2024-11-12T10-35-26.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FME1,90
6,12-11-2024 10:37,PLUTO,0,12-11-2024 10:37,12-11-2024 10:38,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-12\Session6\HOC_pingPong_D2024-11-12T10-37-19.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,90
6,12-11-2024 10:39,PLUTO,0,12-11-2024 10:39,12-11-2024 10:40,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-12\Session6\FPS_pingPong_D2024-11-12T10-39-23.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,90
6,12-11-2024 10:41,PLUTO,0,12-11-2024 10:41,12-11-2024 10:43,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-12\Session6\WFE_pingPong_D2024-11-12T10-41-21.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,WFE,90
7,16-11-2024 12:14,PLUTO,0,16-11-2024 12:14,16-11-2024 12:15,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-16\Session7\HOC_pingPong_D2024-11-16T12-14-52.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,90
7,16-11-2024 12:20,PLUTO,0,16-11-2024 12:20,16-11-2024 12:21,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-16\Session7\FPS_pingPong_D2024-11-16T12-20-11.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,90
7,16-11-2024 12:22,PLUTO,0,16-11-2024 12:22,16-11-2024 12:23,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-16\Session7\FPS_pingPong_D2024-11-16T12-22-55.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,90
8,16-11-2024 13:05,PLUTO,0,16-11-2024 13:05,16-11-2024 13:06,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-16\Session8\FME1_pingPong_D2024-11-16T13-05-26.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FME1,90
9,18-11-2024 16:18,PLUTO,0,18-11-2024 16:18,18-11-2024 16:19,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-18\Session9\HOC_pingPong_D2024-11-18T16-18-36.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
10,19-11-2024 14:51,PLUTO,0,19-11-2024 14:51,19-11-2024 14:51,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-19\Session10\FPS_pingPong_D2024-11-19T14-51-17.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
11,19-11-2024 17:53,PLUTO,0,19-11-2024 17:53,19-11-2024 17:54,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-19\Session11\FPS_pingPong_D2024-11-19T17-53-49.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
12,20-11-2024 13:03,PLUTO,0,20-11-2024 13:03,20-11-2024 13:04,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-20\Session12\HOC_pingPong_D2024-11-20T13-03-48.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
13,20-11-2024 14:45,PLUTO,0,20-11-2024 14:45,20-11-2024 14:46,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-20\Session13\FPS_pingPong_D2024-11-20T14-45-56.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
14,20-11-2024 14:57,PLUTO,0,20-11-2024 14:57,20-11-2024 14:57,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-20\Session14\FPS_pingPong_D2024-11-20T14-57-04.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
15,20-11-2024 15:03,PLUTO,0,20-11-2024 15:03,20-11-2024 15:04,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-20\Session15\FPS_pingPong_D2024-11-20T15-03-10.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
16,20-11-2024 15:08,PLUTO,0,20-11-2024 15:08,20-11-2024 15:08,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-20\Session16\FPS_pingPong_D2024-11-20T15-08-13.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
17,22-11-2024 17:44,PLUTO,0,22-11-2024 17:44,22-11-2024 17:45,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-22\Session17\FPS_pingPong_D2024-11-22T17-44-28.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
17,22-11-2024 17:49,PLUTO,0,22-11-2024 17:49,22-11-2024 17:50,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-22\Session17\HOC_pingPong_D2024-11-22T17-49-45.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
18,23-11-2024 10:53,PLUTO,0,23-11-2024 10:53,23-11-2024 10:53,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-23\Session18\WURD_pingPong_D2024-11-23T10-53-10.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,WURD,60
19,23-11-2024 10:59,PLUTO,0,23-11-2024 10:59,23-11-2024 10:59,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-23\Session19\FME2_pingPong_D2024-11-23T10-59-14.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FME2,60
19,23-11-2024 11:01,PLUTO,0,23-11-2024 11:01,23-11-2024 11:01,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-23\Session19\FME2_pingPong_D2024-11-23T11-01-18.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FME2,60
20,25-11-2024 10:25,PLUTO,0,25-11-2024 10:25,25-11-2024 10:26,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-25\Session20\HOC_pingPong_D2024-11-25T10-25-21.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
20,25-11-2024 10:26,PLUTO,0,25-11-2024 10:26,25-11-2024 10:27,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-25\Session20\HOC_pingPong_D2024-11-25T10-26-53.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
20,25-11-2024 10:27,PLUTO,0,25-11-2024 10:27,25-11-2024 10:28,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-25\Session20\HOC_pingPong_D2024-11-25T10-27-20.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
21,25-11-2024 10:35,PLUTO,0,25-11-2024 10:35,25-11-2024 10:37,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-25\Session21\HOC_pingPong_D2024-11-25T10-35-51.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
22,25-11-2024 10:43,PLUTO,0,25-11-2024 10:43,25-11-2024 10:44,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-25\Session22\HOC_pingPong_D2024-11-25T10-43-22.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
23,27-11-2024 12:00,PLUTO,0,27-11-2024 12:00,27-11-2024 12:01,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-27\Session23\HOC_pingPong_D2024-11-27T12-00-31.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
23,27-11-2024 12:02,PLUTO,0,27-11-2024 12:02,27-11-2024 12:03,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-27\Session23\HOC_pingPong_D2024-11-27T12-02-08.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
24,28-11-2024 10:49,PLUTO,0,28-11-2024 10:49,28-11-2024 10:50,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-28\Session24\HOC_pingPong_D2024-11-28T10-49-50.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
24,28-11-2024 10:50,PLUTO,0,28-11-2024 10:50,28-11-2024 10:50,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-28\Session24\HOC_pingPong_D2024-11-28T10-49-50.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
25,28-11-2024 11:02,PLUTO,0,28-11-2024 11:02,28-11-2024 11:02,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-28\Session25\HOC_pingPong_D2024-11-28T11-02-42.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
25,28-11-2024 11:03,PLUTO,0,28-11-2024 11:03,28-11-2024 11:04,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-28\Session25\HOC_tukTuk_D2024-11-28T11-03-08.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
25,28-11-2024 11:04,PLUTO,0,28-11-2024 11:04,28-11-2024 11:05,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-28\Session25\HOC_pingPong_D2024-11-28T11-04-55.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
26,28-11-2024 11:16,PLUTO,0,28-11-2024 11:16,28-11-2024 11:17,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-28\Session26\HOC_pingPong_D2024-11-28T11-16-50.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
26,28-11-2024 11:17,PLUTO,0,28-11-2024 11:17,28-11-2024 11:19,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-28\Session26\HOC_tukTuk_D2024-11-28T11-17-30.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
27,28-11-2024 12:04,PLUTO,0,28-11-2024 12:04,28-11-2024 12:05,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-28\Session27\HOC_tukTuk_D2024-11-28T12-04-06.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
28,28-11-2024 12:13,PLUTO,0,28-11-2024 12:13,28-11-2024 12:13,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-28\Session28\HOC_tukTuk_D2024-11-28T12-13-01.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
29,28-11-2024 12:18,PLUTO,0,28-11-2024 12:18,28-11-2024 12:18,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-28\Session29\HOC_tukTuk_D2024-11-28T12-18-30.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
30,28-11-2024 12:26,PLUTO,0,28-11-2024 12:26,28-11-2024 12:27,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-28\Session30\HOC_tukTuk_D2024-11-28T12-26-41.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
31,28-11-2024 12:59,PLUTO,0,28-11-2024 12:59,28-11-2024 13:00,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-28\Session31\HOC_hatTrick_D2024-11-28T12-59-20.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
31,28-11-2024 13:04,PLUTO,0,28-11-2024 13:04,28-11-2024 13:05,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-28\Session31\HOC_tukTuk_D2024-11-28T13-04-10.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
31,28-11-2024 13:09,PLUTO,0,28-11-2024 13:09,28-11-2024 13:10,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-28\Session31\HOC_hatTrick_D2024-11-28T13-09-56.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
31,28-11-2024 13:11,PLUTO,0,28-11-2024 13:11,28-11-2024 13:12,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-28\Session31\HOC_hatTrick_D2024-11-28T13-11-07.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
32,28-11-2024 13:32,PLUTO,0,28-11-2024 13:32,28-11-2024 13:33,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-28\Session32\HOC_hatTrick_D2024-11-28T13-32-18.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
32,28-11-2024 13:34,PLUTO,0,28-11-2024 13:34,28-11-2024 13:35,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-28\Session32\HOC_tukTuk_D2024-11-28T13-34-23.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
33,28-11-2024 13:49,PLUTO,0,28-11-2024 13:49,28-11-2024 13:51,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-28\Session33\HOC_hatTrick_D2024-11-28T13-49-35.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
34,28-11-2024 14:04,PLUTO,0,28-11-2024 14:04,28-11-2024 14:06,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-28\Session34\HOC_hatTrick_D2024-11-28T14-04-43.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
35,28-11-2024 14:23,PLUTO,0,28-11-2024 14:23,28-11-2024 14:25,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-28\Session35\HOC_hatTrick_D2024-11-28T14-23-36.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
36,28-11-2024 14:28,PLUTO,0,28-11-2024 14:28,28-11-2024 14:28,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-28\Session36\HOC_hatTrick_D2024-11-28T14-28-20.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
37,28-11-2024 14:45,PLUTO,0,28-11-2024 14:45,28-11-2024 14:47,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-28\Session37\HOC_hatTrick_D2024-11-28T14-45-55.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
38,28-11-2024 15:07,PLUTO,0,28-11-2024 15:07,28-11-2024 15:08,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-28\Session38\HOC_hatTrick_D2024-11-28T15-07-40.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
39,28-11-2024 15:25,PLUTO,0,28-11-2024 15:25,28-11-2024 15:26,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-28\Session39\HOC_hatTrick_D2024-11-28T15-25-46.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
40,28-11-2024 15:27,PLUTO,0,28-11-2024 15:27,28-11-2024 15:27,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-28\Session40\HOC_hatTrick_D2024-11-28T15-27-15.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
40,28-11-2024 15:27,PLUTO,0,28-11-2024 15:27,28-11-2024 15:29,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-28\Session40\HOC_hatTrick_D2024-11-28T15-27-43.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
41,29-11-2024 09:08,PLUTO,0,29-11-2024 09:08,29-11-2024 09:10,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-29\Session41\HOC_tukTuk_D2024-11-29T09-08-44.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
41,29-11-2024 09:12,PLUTO,0,29-11-2024 09:12,29-11-2024 09:13,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-29\Session41\HOC_tukTuk_D2024-11-29T09-12-54.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
42,29-11-2024 09:16,PLUTO,0,29-11-2024 09:16,29-11-2024 09:17,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-29\Session42\HOC_tukTuk_D2024-11-29T09-16-28.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
43,29-11-2024 09:24,PLUTO,0,29-11-2024 09:24,29-11-2024 09:26,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-29\Session43\HOC_hatTrick_D2024-11-29T09-24-57.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
44,29-11-2024 09:33,PLUTO,0,29-11-2024 09:33,29-11-2024 09:34,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-29\Session44\HOC_hatTrick_D2024-11-29T09-33-01.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
45,29-11-2024 09:48,PLUTO,0,29-11-2024 09:48,29-11-2024 09:49,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-29\Session45\HOC_hatTrick_D2024-11-29T09-48-20.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
46,29-11-2024 10:00,PLUTO,0,29-11-2024 10:00,29-11-2024 10:01,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-29\Session46\HOC_pingPong_D2024-11-29T10-00-56.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
46,29-11-2024 10:01,PLUTO,0,29-11-2024 10:01,29-11-2024 10:01,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-29\Session46\HOC_pingPong_D2024-11-29T10-01-07.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
46,29-11-2024 10:01,PLUTO,0,29-11-2024 10:01,29-11-2024 10:01,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-29\Session46\HOC_pingPong_D2024-11-29T10-01-25.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
46,29-11-2024 10:01,PLUTO,0,29-11-2024 10:01,29-11-2024 10:02,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-29\Session46\HOC_pingPong_D2024-11-29T10-01-41.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
